param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,num_active,energy_observed,energy_true
0.0,0.0,0.057585454128917975,0.13851797451192793,0.7672529059102363,0.0,0.0,0.0,0.0,0.0,0.0,0.03664366544891799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,945304.0698901471,940455.2124916606
0.0,0.41810672039503455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5818932796049655,0.0,0.0,0.0,2,791351.9088723082,800813.8581900228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41788786257824323,0.0,0.0,0.0,0.0,0.048928636150231956,0.0,0.5331835012715248,0.0,0.0,0.0,0.0,0.0,3,796048.5965766007,789193.9956057422
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015520168945666105,0.0,0.0,0.6537868146926374,0.2077915369360073,0.0,0.0,0.0,0.12290147942568908,4,857526.9440060982,844763.0631761116
0.0,0.09028900914905016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01313251406860783,0.3343937286582675,0.0,0.0,0.0,0.0,0.0,0.4783178275909511,0.0,0.08386692053312336,0.0,5,786041.3518207209,789740.1194879254
0.0,0.0,0.0,0.18566580144428477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18050391170381222,0.633830286851903,0.0,0.0,0.0,0.0,0.0,0.0,3,584498.4295027219,583982.5838584945
0.0,0.0,0.0,0.7257851425021549,0.27421485749784524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,743148.552234958,748620.0009372092
0.0,0.09535018119611122,0.8049566759382826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09969314286560639,0.0,0.0,0.0,0.0,0.0,0.0,3,833344.043330754,844993.8667232245
0.0,0.0,0.25836095633538814,0.0,0.0,0.0,0.0,0.3613162231605245,0.0,0.0,0.38032282050408733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,811120.1832800419,806805.1270462656
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528110149960412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718898500395881,0.0,0.0,2,797632.2191864762,809036.5669871526
0.0,0.0,0.0,0.0,0.0,0.20652342088014863,0.0,0.0,0.0,0.0,0.3601575255466816,0.0,0.0,0.0,0.43331905357316963,0.0,0.0,0.0,0.0,0.0,3,832876.0952085278,836971.8867509865
0.0,0.0,0.0,0.0,0.0,0.0,0.7331998558712358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668001441287642,0.0,0.0,2,837428.1551141681,849739.7559171872
0.0,0.0,0.0,0.0,0.0,0.6094965570252008,0.0,0.0,0.0,0.041254559504839514,0.0,0.0,0.0,0.0868830466494575,0.0,0.0,0.0,0.0,0.2623658368205022,0.0,4,832504.7154543465,853015.865675293
0.0,0.2591865584217947,0.0,0.0,0.0,0.0,0.0,0.09090814878025921,0.0,0.4335663120821983,0.15584847506245475,0.0,0.0,0.0,0.0,0.06049050565329294,0.0,0.0,0.0,0.0,5,770276.7328841609,764227.9794830099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19365104278048656,0.0,0.0,0.0,0.7980138485998189,0.0,0.0,0.008335108619694486,3,697429.6494327377,690646.533299305
0.0,0.0,0.0,0.8195815445894623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1804184554105376,0.0,0.0,0.0,2,713511.4828069296,706963.8426681077
0.0,0.03879998315823952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7794996590536858,0.0,0.0,0.1817003577880748,3,853540.0745008361,853932.1003837197
0.0,0.008772147903579674,0.0,0.07702846297273659,0.0,0.0,0.0,0.0,0.0,0.0,0.1605218127338531,0.0,0.0,0.0,0.0,0.7536775763898306,0.0,0.0,0.0,0.0,4,823918.9578546382,824982.3396153449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618394144180571,0.0,0.0,0.8938160585581943,0.0,0.0,0.0,0.0,0.0,2,931803.3129479369,937600.0549566522
0.0,0.17233247578397717,0.2303347112364482,0.0,0.0,0.0,0.07216500087875687,0.0,0.0,0.12661175843607847,0.0,0.0,0.39855605366473934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,541525.6660038539,527321.1324631171
0.0,0.0,0.0,0.00949358989889248,0.0,0.0,0.0,0.025872636617516424,0.0,0.0,0.0,0.05403205566637554,0.0,0.09909900115132556,0.0,0.0,0.0,0.0,0.81150271666589,0.0,5,932983.8402497324,932546.1594039858
0.0,0.0,0.0,0.4636024304529392,0.0,0.0,0.0,0.5363975695470607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,731462.0303535098,740009.0875200706
0.0,0.0,0.0,0.008499373442476891,0.0,0.0,0.0,0.0,0.0,0.0850504619226187,0.0,0.0,0.0,0.5171027850055626,0.2504233143095685,0.0,0.13892406531977317,0.0,0.0,0.0,5,718369.9334047543,737610.1733149826
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315197397991858,0.0,0.043261037331474385,0.0,0.0,0.0,0.0,0.0,0.0,0.893586988688607,3,838060.2595965003,836082.9833462087
0.0,0.7322553788744073,0.0,0.0,0.14199165034757008,0.0,0.0,0.0,0.0,0.12575297077802264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,833917.4614689109,828646.5072195726
0.0,0.0,0.0,0.4624373155999324,0.0,0.0,0.0,0.09135733735765005,0.0,0.0,0.0,0.0,0.0,0.0,0.05748416784034093,0.0,0.3887211792020765,0.0,0.0,0.0,4,683242.2897581884,678288.2864072426
0.142764027844858,0.0,0.0,0.3049395515676292,0.1612625552359736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391033865351539,0.0,0.0,0.0,4,677291.195013312,683084.4601393563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033631060209963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966368939790037,0.0,0.0,0.0,0.0,2,852914.4892205597,855834.9393204346
0.23972102178985788,0.0,0.0,0.0,0.0,0.0,0.2270256009544402,0.0,0.0,0.0,0.3863496400915834,0.0,0.0,0.14690373716411864,0.0,0.0,0.0,0.0,0.0,0.0,4,783347.9346154565,793973.2108374623
0.0,0.0,0.0,0.0,0.0,0.0,0.09500838434341938,0.0,0.0,0.24519740748268623,0.0,0.0,0.4244533001763161,0.0,0.0,0.0,0.23534090799757834,0.0,0.0,0.0,4,540711.4101424128,529138.7824823972
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24961959094034267,0.0,0.05851225618849956,0.0,0.6918681528711579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,565872.1232763906,573773.8420476427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04651437447631046,0.0,0.9534856255236895,0.0,0.0,0.0,0.0,2,994984.4535217683,1004169.1225450448
0.0,0.0,0.0,0.22822152767432793,0.0,0.0,0.29542209818580567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32170521675357794,0.0,0.0,0.0,0.15465115738628837,0.0,4,723104.9546002584,724003.902742949
0.0,0.0,0.0,0.3826513162410528,0.0,0.0,0.0,0.0,0.0,0.12411530767013074,0.03309539301662938,0.0,0.2146950518832219,0.0,0.0,0.0,0.0,0.0,0.0,0.24544293118896499,5,531593.2316912744,525645.3000839042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578102907933054,0.0,0.0,0.0,0.20281585804687857,0.2317406697159123,0.0,0.3076331814439038,0.0,0.0,0.0,0.0,0.0,4,582486.4107009111,589363.9545444133
0.45245261414516846,0.0,0.0,0.0,0.0,0.0,0.5475473858548315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,858321.1461485965,845731.9937711044
0.0,0.0,0.42023102568297854,0.0,0.0,0.307180380109587,0.27258859420743464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,807923.5929099353,812779.7519571668
0.0,0.20091056128980947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7990894387101906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,569194.7880728578,590710.6933077059
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8234313860862404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17656861391375953,2,834963.0663060311,836451.8907505933
0.0,0.44225179827903904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799161783178216,0.0,0.0,0.07783202340313937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,697507.0792844129,697843.353219815
0.0,0.0,0.0,0.0,0.08524190918666977,0.0,0.0,0.0,0.0,0.7885947286776147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12616336213571566,0.0,3,818005.3861161097,824797.2134991329
0.0,0.0,0.0,0.1903555711217631,0.0,0.2985280937250751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111163351531617,3,771345.3320593575,778552.2118947589
0.0,0.0,0.3176190989966989,0.0,0.0,0.0,0.0,0.16337033267439535,0.0,0.0,0.0,0.0,0.4168189742204374,0.0,0.10219159410846836,0.0,0.0,0.0,0.0,0.0,4,571157.8709381191,561704.91203922
0.2064185229302734,0.0,0.0,0.0,0.0,0.0,0.0,0.1138069512953741,0.0,0.0,0.0,0.0,0.0,0.0,0.01654954707698625,0.0,0.08688912474014857,0.0,0.5763358539572176,0.0,5,811190.293524391,816898.9382219827
0.10231100041109631,0.0,0.0,0.040322672699669326,0.005974286993260191,0.0,0.0,0.0,0.0,0.0,0.06062346932613132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7907685705698428,0.0,5,912697.617045336,918269.776077454
0.0,0.0,0.0,0.37349713893133407,0.0,0.0,0.0,0.13984659394666354,0.0,0.0,0.10628697013112814,0.0,0.0,0.0,0.2056716253401872,0.0,0.0,0.1746976716506869,0.0,0.0,5,663064.6934969507,660195.0131452278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05598092714932953,0.0,0.0,0.6389162698815284,0.0,0.0,0.0,0.0,0.0,0.305102802969142,0.0,0.0,3,731934.0073046363,729236.2452392937
0.0,0.0,0.0,0.05301745170353259,0.0,0.3010774384472539,0.0,0.32043724212031915,0.0,0.218527496788127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10694037094076733,0.0,0.0,5,731614.3138326335,732545.624926335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287353520767515,0.0,0.0,0.0,0.0,0.0,0.0,0.10136950536821404,0.23361208722609705,0.0,0.1422692289498768,0.0,0.39401382637906046,5,792702.1323187422,792440.019641663
0.0,0.0,0.0552496968611395,0.3044519204013543,0.0,0.0,0.0,0.2219272383733132,0.0,0.0,0.1702376129620707,0.0,0.0,0.0,0.0,0.0,0.0,0.24813353140212221,0.0,0.0,5,654695.6450939466,658811.298580025
0.0,0.0,0.0,0.0,0.0,0.2128416290256986,0.0,0.0,0.4830446913761166,0.0,0.0,0.0,0.0,0.0,0.08538736664561947,0.0,0.21872631295256542,0.0,0.0,0.0,4,773841.9908613104,774250.5089719801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28747518517677045,0.0,0.0,0.0,0.0,0.0,0.13721749512168357,0.0,0.0,0.5753073197015459,0.0,0.0,3,746738.9095497328,756487.4358671448
0.0,0.0,0.0,0.0,0.0,0.6838558217830805,0.0,0.0,0.0,0.25992213005345205,0.05622204816346763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,846305.3011085037,861641.3783614587
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43443709350090337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5655629064990966,2,810882.1626372011,807572.362867446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4256482206744066,0.0,0.39717188032320444,0.0,0.17717989900238895,3,792477.0034003604,792115.307684377
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6112641374660422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887358625339577,0.0,0.0,2,765397.5732315055,758788.0057962155
0.0,0.0,0.2640285968014399,0.0,0.0,0.0,0.0,0.0,0.7359714031985602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,803269.2060966954,814533.204576206
0.0,0.0,0.0,0.0,0.14805424482477592,0.0,0.18363311193907556,0.0,0.2146037911357439,0.0,0.0,0.0,0.0,0.0,0.17507713592592125,0.0,0.2786317161744834,0.0,0.0,0.0,5,750786.2870397406,753138.0693936642
0.7383913671010864,0.0,0.0,0.0,0.0,0.0,0.0,0.053243062956291005,0.20442436760780183,0.0,0.0,0.0,0.0,0.0,0.00394120233482079,0.0,0.0,0.0,0.0,0.0,4,837496.7849990261,837924.7410354267
0.17807197263386113,0.0,0.406929791266956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36610473046214814,0.0,0.02925120465344886,0.0,0.0,0.0,0.0,0.019642300983585843,0.0,0.0,5,748370.9721951006,745132.3944332475
0.0,0.0,0.0,0.0,0.7819647762903995,0.0,0.0,0.0,0.0,0.04686909587217292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17116612783742743,3,1041224.0677141511,1038783.9531252552
0.0,0.0,0.0,0.0,0.36624035046970405,0.0,0.0,0.0,0.0,0.2635549183135252,0.0,0.0,0.0,0.15658658053510563,0.0,0.0,0.0,0.0,0.2136181506816653,0.0,4,770765.288156672,776497.6456222885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583284916953013,0.0,0.0,0.0,0.4416715083046987,0.0,0.0,0.0,0.0,0.0,0.0,2,763739.2226781703,767527.3882585076
0.0,0.02435439358424032,0.0,0.0,0.17148520439158205,0.0,0.0,0.08535180975406109,0.0,0.0,0.0,0.0,0.09390565166479649,0.0,0.0,0.0,0.62490294060532,0.0,0.0,0.0,5,713491.5455025107,707166.5879981059
0.0,0.25862053940832014,0.0,0.0,0.020301130655405713,0.0,0.0,0.0,0.0,0.7210783299362742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,794660.2099664506,795039.1107599755
0.0,0.0,0.023828996100046945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976171003899953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,898794.2665270201,894084.7382254186
0.2166545103486939,0.0,0.0,0.0,0.1327351274578235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30692060679022626,0.0,0.0,0.18234475523929694,0.0,0.0,0.0,0.1613450001639595,5,603395.8030108155,601256.2405130209
0.21754406613712024,0.0,0.0,0.0,0.0,0.0,0.0,0.026006879394464916,0.0,0.0,0.0,0.0,0.0,0.0,0.7013760488675541,0.05507300560086071,0.0,0.0,0.0,0.0,4,841169.653940981,844387.9953174042
0.0,0.0,0.0,0.18329468874438917,0.0,0.0,0.0,0.34141720639988216,0.0,0.0,0.0,0.0,0.0,0.0,0.3109011496698365,0.0,0.0,0.0,0.1643869551858922,0.0,4,735903.7554521313,736328.9268472997
0.43045598091183745,0.0,0.0,0.0,0.0,0.0,0.0,0.06402882428710832,0.0,0.0,0.1492909899827224,0.0,0.35622420481833206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,601483.3854378724,601741.8930458478
0.19336872071441197,0.0,0.032291005621754146,0.0,0.0,0.0,0.0,0.053997447721206696,0.0,0.0,0.0,0.0,0.0,0.0,0.6306314075917826,0.0,0.0,0.0,0.0,0.08971141835084462,5,819196.1075209439,829110.593949162
0.0,0.10522712552048477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676369254528631,0.10562629141470899,0.0,0.0,0.0,0.021509657611943046,0.0,4,810782.1365996167,811781.1841856334
0.0,0.0,0.8005692840478633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19943071595213668,0.0,0.0,0.0,0.0,0.0,0.0,2,842968.1057831628,839337.443181284
0.0,0.0,0.0,0.0,0.0,0.8497196067342797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502803932657204,0.0,0.0,2,958459.3007225237,966293.4247205443
0.0,0.0,0.14533364473868174,0.24302219492280822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6116441603385099,0.0,0.0,0.0,3,674699.2183741507,691519.0468821947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8740350942835704,0.0,0.0,0.12596490571642965,0.0,0.0,0.0,0.0,2,598049.9368084283,600664.5331069892
0.0,0.0,0.07947527525601832,0.0,0.0,0.0,0.0,0.4380167564197497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4825079683242318,0.0,3,842772.7212295363,836643.6312882183
0.0,0.0,0.0,0.0,0.0,0.4560420800488069,0.0,0.0,0.0,0.0,0.0,0.0,0.5439579199511931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,629003.4627243368,624593.9251401942
0.3818607458637827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32972641067492087,0.0,0.0,0.0,0.0,0.0,0.0,0.28841284346129653,0.0,3,769660.9685950808,763996.3488609144
0.1355166930655725,0.48569055470580935,0.0,0.0,0.0,0.0,0.17582354353238686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20296920869623125,0.0,4,797465.206345303,809430.3048050784
0.0,0.0,0.0,0.0,0.21371927481755476,0.0,0.05132190225279978,0.0,0.0,0.0,0.0,0.1450204516418776,0.570371665820981,0.0,0.0,0.0,0.0,0.0,0.019566705466786936,0.0,5,563854.0484454357,562750.6632949192
0.0,0.15388066236125836,0.4471127815628112,0.0,0.0,0.0,0.0,0.27800223002711,0.08466147211284883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03634285393597146,0.0,0.0,5,757128.5751211178,762344.3915186705
0.0,0.0,0.0,0.0,0.0,0.07207212346025081,0.0,0.017136853844364985,0.0,0.0,0.7357936505176046,0.0,0.0,0.17499737217777958,0.0,0.0,0.0,0.0,0.0,0.0,4,890509.9031288888,906922.9776531174
0.09580479903242177,0.0,0.0,0.296077841211068,0.0,0.0036624417085204105,0.0,0.3921683096333668,0.0,0.0,0.0,0.212286608414623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,652965.9563528802,655734.8460303231
0.0,0.6017607371559853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3737712273150001,0.0,0.0,0.0,0.0,0.024468035529014616,0.0,0.0,0.0,3,767369.9696529848,764612.3378469828
0.03959262964933024,0.0,0.0,0.0,0.012741602717780492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16972157974422214,0.649376881343017,0.0,0.0,0.1285673065456502,0.0,0.0,5,802880.5310862865,804145.5150612667
0.0,0.3640024403827445,0.0,0.0,0.0,0.0,0.0,0.0,0.03188700258564162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506972245496781,0.0,0.09713831153483293,4,785709.7471268342,773293.3395955251
0.0,0.0,0.23342522153098305,0.0,0.0,0.0,0.0,0.2954896794389189,0.0,0.0,0.16285085214543937,0.0,0.0,0.19084744867196002,0.0,0.0,0.11738679821269868,0.0,0.0,0.0,5,747860.8170296103,745120.5717598625
0.0,0.0,0.0,0.07300607511860384,0.0,0.0,0.0,0.0,0.1702363886517895,0.0,0.0,0.0,0.0,0.7466322176327176,0.0,0.0,0.0,0.010125318596889204,0.0,0.0,4,740902.796990946,751365.9952333708
0.0,0.0,0.38317995403927374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4253933908544168,0.0,0.059056068277270383,0.0,0.13237058682903918,0.0,4,757487.6955859693,785009.10702197
0.0,0.0,0.0,0.0,0.8863857210839101,0.0,0.0,0.10353909402408754,0.010075184892002289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1190016.1331201138,1194312.805827172
0.0,0.6385742795201442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3614257204798557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,625071.7779693253,622474.7134783532
0.7506891621347788,0.0,0.0,0.23736576279050212,0.0,0.0,0.0,0.0,0.0,0.0,0.0119450750747191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,770255.8760814922,770848.6204808952
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5551354761163698,0.0,0.0,0.09306702831200397,0.0,0.0,0.0,0.0,0.3517974955716263,0.0,0.0,0.0,3,756802.012936706,750657.287685702
0.0,0.0,0.8389115343120355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16108846568796442,0.0,2,882566.2417690142,882005.944700553
0.0,0.0,0.0,0.0,0.0,0.04956422835075733,0.0,0.0,0.008070772812278014,0.05869971437503946,0.0,0.0,0.048973611716158466,0.0,0.0,0.0,0.0,0.0,0.8346916727457667,0.0,5,913114.7512664088,924645.6792260924
0.2398035152253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7601964847746424,0.0,0.0,0.0,0.0,0.0,2,871890.8646866513,877600.103667101
0.0,0.0,0.0,0.0,0.11753630365522048,0.0,0.0,0.0,0.0,0.0,0.0,0.5263232735854408,0.0,0.12395902330780458,0.0,0.0,0.04663211201069106,0.0,0.0,0.18554928744084295,5,760648.1873774426,754630.6596968897
0.0,0.0,0.13090688175143544,0.0,0.0015049565269399743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24864464597685465,0.0,0.0,0.04482579723926402,0.0,0.574117718505506,0.0,0.0,5,573236.0374386476,571702.3130664041
0.0,0.21437407291680022,0.0,0.12427128818667442,0.0,0.0,0.0,0.0,0.0,0.02118024854573017,0.0,0.6223053193651847,0.0,0.0,0.0,0.0,0.0,0.0,0.017869070985610556,0.0,5,688774.5707732072,687442.0470517672
0.0,0.2027457963552642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044302948008993384,0.0,0.0,0.0,0.7514849211509212,0.0,0.001466334484821143,4,778919.8846807398,783940.9145209353
0.0,0.0,0.0,0.5087423537979153,0.0,0.22956385163465398,0.0,0.0,0.0,0.0,0.0,0.0,0.0362889057374033,0.0,0.2196387580927666,0.0,0.0,0.0,0.0,0.0057661307372608665,5,672291.5079862989,671273.2861476013
0.0,0.0,0.0,0.0,0.0,0.0,0.9972973380448308,0.0,0.0,0.0,0.0,0.0,0.0027026619551692535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1118922.7008047411,1107070.5927568518
0.6345138796329521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25102615653099875,0.0,0.0,0.114459963836049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,789917.3426650182,776814.5907907075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631763825383902,0.0,0.0,0.0,0.0,0.0,0.0,0.2667666820560873,0.10146949256001077,0.0,0.0,0.0,3,789510.7881066814,792718.8038584293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42249654882929116,0.0,0.0,0.0,0.0,0.5775034511707088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,609851.7415606602,610608.6355789534
0.0,0.09474592018692622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16152971573872382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74372436407435,0.0,3,914064.9922489985,914114.862105595
0.0,0.6940510791310283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14465001058725016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14471660117078447,0.016582309110937162,4,846754.4515172633,848146.7809641974
0.0,0.0,0.0,0.0,0.0,0.0,0.8038479240661485,0.0,0.0,0.0,0.14698438695108507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04916768898276648,0.0,3,928661.5932276462,923972.5680360623
0.029068130956013735,0.0,0.0,0.49211664295533347,0.0,0.42252097369782715,0.0,0.0,0.0,0.0,0.0,0.0,0.003204210285875122,0.0,0.0,0.0,0.053090042104950545,0.0,0.0,0.0,5,720301.074829509,713976.95878076
