param_1,param_2,param_3,param_4,param_5,num_active,energy_observed,energy_true
0.2793371419691398,0.0,0.0001393714565540489,0.08504960872912018,0.6354738778451859,4,115721.62163872187,116572.69749161643
0.0,0.4304454006609229,0.0,0.0,0.5695545993390769,2,159379.24659336716,161605.61946113204
0.0,0.0,0.0,0.397008840319324,0.602991159680676,2,99812.42202661266,99282.12858135268
0.04372759774238108,0.4009561162006122,0.43587025754327086,0.08400986131731404,0.03543616719642182,5,83525.66274274762,84717.98241254134
0.0,0.07033956202820758,0.0,0.9296604379717924,0.0,2,83229.40421854348,83638.03684959256
0.0,0.8111362210746406,0.0,0.18886377892535938,0.0,2,137837.19904902155,139861.80528526625
0.06721247705875785,0.32270651507823916,0.24783676324101617,0.2486626546484316,0.11358158997355514,5,28521.403524119578,29220.560925456848
0.0,0.5159870396533462,0.1041405810454453,0.31419570060034474,0.06567667870086354,4,42764.11528891591,42429.40786904503
0.4313695890160119,0.07977057522553552,0.0,0.4888598357584526,0.0,3,45779.85097166994,45335.95738193225
0.468476412797136,0.054040621417350665,0.021817924410442918,0.3801034328582761,0.07556160851679446,5,49203.14168102378,48752.896594991624
0.017112572400752663,0.40393332033265716,0.13207992206190466,0.39839095990656215,0.04848322529812334,5,30315.90491207435,30329.76274484512
0.0,0.17822105612659664,0.3002967411435061,0.31309606420159597,0.20838613852830118,4,38147.868939887674,38196.92043978202
0.12791309667214856,0.16271421782050124,0.06853319183059553,0.41438460733464877,0.2264548863421059,5,30498.697017678565,30687.53156716099
0.527705722043705,0.0,0.4722942779562949,0.0,0.0,2,152672.6277343155,148670.74588095615
0.0,0.592414438839602,0.407585561160398,0.0,0.0,2,149996.80343392614,149926.49574877945
0.05879830728134983,0.09636783434906526,0.759376202368545,0.06478112932494853,0.02067652667609139,5,130786.38936897939,132313.18314351607
0.3060278617629359,0.0,0.0,0.6939721382370643,0.0,2,53560.24680667991,54991.063541821546
0.640110810375602,0.005585541024689521,0.07478192783870781,0.23529080692684967,0.044230913834150856,5,72542.67470086824,72371.84274096909
0.0058757914947371905,0.0,0.0,0.9941242085052627,0.0,2,112521.72884759147,111811.32679243355
0.8460940121976922,0.15390598780230777,0.0,0.0,0.0,2,233916.3063446172,232220.95441019905
0.0,0.5184377546823895,0.0,0.0,0.4815622453176104,2,165114.93463567758,166526.29364691192
0.13087583421088345,0.0,0.0,0.6210736682620027,0.248050497527114,3,65786.42559812502,66011.21239380234
0.3212922535088796,0.10602193148645396,0.0,0.28851016284595876,0.2841756521587076,4,53482.74731612439,54206.29823898214
0.7615828783909409,0.0,0.0,0.23841712160905917,0.0,2,117677.62577599866,115161.51729064001
0.15809389334418364,0.2882691134606901,0.2074684261635119,0.2090787429331984,0.1370898240984158,5,29783.39883611752,30197.314323654944
0.3739471926259224,0.3388141205823714,0.01585334681437651,0.0,0.2713853399773298,4,150887.65179287846,152279.32259820917
0.9784637438813772,0.0,0.021536256118622695,0.0,0.0,2,338286.4830570616,338706.93466086354
0.6180383634847676,0.32367811540503394,0.0,0.0,0.05828352111019838,3,177131.0352668246,175150.25086150388
0.26383711515495123,0.33676298471188876,0.19709918919075037,0.0,0.20230071094240956,4,121715.17963088417,123150.9038324506
0.07613441984644385,0.0,0.9238655801535561,0.0,0.0,2,264880.6876946841,260997.14723644353
0.0040684053086997496,0.18864751436700447,0.28642586297596023,0.0,0.5208582173483355,4,126940.8397686664,127703.08301216255
0.0,0.0,0.6805384114470411,0.0,0.31946158855295886,2,164483.11162112307,170696.66236035273
0.0,0.3613162231605245,0.25836095633538814,0.0,0.38032282050408733,3,131137.3836402318,131370.99077156643
0.8285493910039229,0.1714506089960772,0.0,0.0,0.0,2,223503.6155537267,223611.31962069508
0.0,0.9561635496250831,0.02055558179405865,0.023280868580858368,0.0,3,307514.6697444892,310067.16425563477
0.26166871322117874,0.07356494324767578,0.24810498978638995,0.22004309000885114,0.1966182637359045,5,31442.636621345024,31735.076344141617
0.21812046854973627,0.32502611851270086,0.45685341293756293,0.0,0.0,3,133392.87189878573,131187.04319518802
0.0,0.9704155626631172,0.0,0.029584437336882784,0.0,2,324738.6423583217,327023.31817191635
0.11629444072070648,0.1496595657423816,0.1955759840449901,0.0,0.5384700094919219,4,114504.2849945631,115202.55475373991
0.0,0.25633796627595345,0.5258169732800568,0.17346745100242705,0.04437760944156271,4,62856.03219551954,62584.58176789633
0.15631735075389172,0.0,0.13373704582078183,0.36752597357337974,0.3424196298519468,4,43584.54325105508,43424.41646646369
0.0,0.010607763954196953,0.14361151035966627,0.11363495882450299,0.7321457668616338,4,98118.40227008708,98243.13801416037
0.0,0.0,0.4578872920639506,0.0,0.5421127079360494,2,147243.5308562598,147194.88388524816
0.2176509347735924,0.0,0.0,0.0,0.7823490652264076,2,158340.05936631165,159334.73120776867
0.037488098867811154,0.4786987743581199,0.48381312677406885,0.0,0.0,3,143807.93815306696,143883.79153261444
0.0,0.0,0.7703158541982907,0.22968414580170923,0.0,2,93458.34423644897,94676.72035804545
0.40995327601934267,0.013046438153328357,0.05242442236364387,0.11611866355166173,0.4084571999120235,5,89915.22913800568,91542.18596216167
0.3501340289594133,0.24924372856835567,0.31165142648961325,0.08897081598261784,0.0,4,71419.59087022376,71128.63085612156
0.0,0.0,0.9308057318046477,0.06919426819535249,0.0,2,230854.73693135357,230749.4203984385
0.0,0.26110730483793665,0.0,0.7388926951620634,0.0,2,53386.87667661915,52927.05430535328
0.0,0.0,0.2334684895808585,0.7665315104191416,0.0,2,60436.40326855185,61281.949988482695
0.6979781972227765,0.0758293483657199,0.19813030457654462,0.01372335688432779,0.014338792950631266,5,148636.61200668418,149101.83038676236
0.0,0.7530464028876264,0.0,0.0,0.24695359711237372,2,208220.0528648161,208326.3948369578
0.6161262993068901,0.23957250824686302,0.0,0.0,0.1443011924462468,3,172166.74197800524,171422.18691223758
0.13274931803725956,0.06153012916127938,0.0,0.13430456295535917,0.671415989846102,4,92137.07582905941,91921.47071168691
0.0,0.12546253752912503,0.0,0.8745374624708749,0.0,2,68088.26153727653,68593.63801972664
0.0,0.7386189630276204,0.2613810369723795,0.0,0.0,2,169502.6984224394,170342.86031818765
0.0,0.016871696425916998,0.0,0.9831283035740831,0.0,2,107038.47222359023,106090.72199171364
0.10558649606363446,0.49675402134274416,0.141547709932224,0.16967861679246315,0.08643315586893432,5,50135.197588473566,50159.03583823906
0.5635582421978232,0.43644175780217653,0.0,0.0,0.0,2,178065.90086379144,177133.49277730734
0.21479927994801723,0.4549195317054555,0.08126908353278521,0.13512287235475925,0.11388923245898264,5,65945.33823484581,65711.97588439114
0.0,0.9090101419110317,0.0,0.0,0.09098985808896831,2,291876.01738498505,292992.3714376084
0.0,0.5831031407638679,0.4168968592361322,0.0,0.0,2,149603.0607400958,149689.42585050888
0.44578558753232295,0.535816264804652,0.0,0.0,0.018398147663024878,3,178351.24546624417,178427.85277498548
0.024463852429167543,0.249673975499071,0.6549740015640091,0.07088817050775241,0.0,4,111056.84351039995,112399.37071471899
0.0,0.0,0.0,0.6773199991305586,0.3226800008694413,2,89810.77208816905,89921.27366974666
0.0,0.0,0.0,0.1537480816535189,0.8462519183464811,2,122043.87949365044,121518.78613557007
0.0,0.29428367441597836,0.5188956921620557,0.0,0.18682063342196603,3,143758.79388010252,144932.79350497527
0.6781889976379226,0.0,0.3218110023620774,0.0,0.0,2,159586.17417925838,163561.71807177668
0.0,0.06188461420930154,0.0,0.5611113658841131,0.3770040199065852,3,78948.91913165004,79293.50737980001
0.22125751875302127,0.20751693628195053,0.0,0.0,0.5712255449650282,3,144597.98853438444,143547.2940682763
0.0,0.1505154326794911,0.6096856872205062,0.0,0.23979888010000255,3,153026.32449207123,151954.3470355366
0.4014867106496133,0.09797947627229112,0.23817263779685877,0.16679866989654146,0.0955625053846955,5,45125.311851684615,44794.22810762397
0.15971002179095195,0.26917559966526605,0.0,0.571114378543782,0.0,3,32967.90645250095,33460.40832694416
0.33041166318664666,0.01226804845683664,0.2622510484057038,0.11008905320475267,0.2849801867460604,5,69100.27131590516,68965.3077142295
0.0,0.0,0.2842988206910239,0.715701179308976,0.0,2,58096.6069903043,58495.88243469442
0.2583969246544687,0.181221089365363,0.05836788549814547,0.15032792089315475,0.3516861795888683,5,58800.727567266746,59881.921577878325
0.10691785507887124,0.6363099521393745,0.02410941969856516,0.12338687136137734,0.10927590172181174,5,97374.63119049743,97787.00818298195
0.5123580278537163,0.0314354014763805,0.1814757016101143,0.17436452711688116,0.10036634194290779,5,57396.31244308729,57190.548219907105
0.03182210108591153,0.36882548348675614,0.0,0.5993524154273323,0.0,3,44687.80474167764,44757.990965656434
0.41242933639785095,0.0969292336960706,0.0,0.4906414299060783,0.0,3,43610.7104509949,42923.766059324465
0.09460779649176398,0.905392203508236,0.0,0.0,0.0,2,288838.1384044987,287780.13881750416
0.3950352819691154,0.29398666203836327,0.030327512756253953,0.03393905600023384,0.24671148723603362,5,122691.42137466492,124422.33972204293
0.4120487565575221,0.25660179248346254,0.15043643368773937,0.16992910653540183,0.010983910735874167,5,44796.57262766074,46419.043971351144
0.0,0.0,0.0,0.25731892315016364,0.7426810768498363,2,106086.92055677075,106469.46745810026
0.0,0.0,0.6157166938702967,0.0,0.38428330612970324,2,160934.67071051273,160266.47540470137
0.16080415283276311,0.3014869063904911,0.37008499764184644,0.048651252339086924,0.11897269079581245,5,90068.13176217544,90137.34161456028
0.11089845702795702,0.06227241010355515,0.16318206356267584,0.0018445720411067344,0.6618024972647051,5,121913.24094894875,120924.40323885011
0.07482050146357441,0.0,0.0,0.03286547254682792,0.8923140259895976,3,148182.60031689983,148088.60541468428
0.06586718476009874,0.45305256964118934,0.26050974047460124,0.22057050512411086,0.0,4,34403.45493833145,34836.09327869833
0.0,0.0,0.0,0.5102556853091486,0.48974431469085145,2,95489.75816895286,96114.16595786513
0.035671340819687536,0.19895972405394616,0.5517290565351455,0.21363987859122077,0.0,4,48009.37845447768,47630.67942216502
0.18879617084191205,0.08099970135054518,0.1477976056523424,0.563270070612265,0.019136451542935345,5,20796.194222560494,20740.937549203292
0.9100830811644892,0.0,0.012949921327486727,0.0,0.07696699750802408,3,285781.25377807097,285228.54174855305
0.0,0.003536126480202922,0.8348243378381643,0.0,0.16163953568163267,3,218134.7183118538,219540.15381999314
0.36085507621411345,0.0,0.0,0.5008606183326366,0.13828430545324993,3,60163.31170189269,60072.39683935488
0.0,0.0,0.0,0.15447298598376308,0.8455270140162369,2,122661.27109879731,121363.3972838465
0.23967756677036037,0.2070436876314974,0.26246392917988287,0.030765286767092077,0.2600495296511674,5,96798.44170710773,95194.96906813033
0.09384624568431676,0.35812106445598785,0.0,0.1052167422394228,0.44281594762027254,4,93057.38444438663,93434.96940059568
0.4955494670345757,0.056973839368911434,0.0,0.15062709418474418,0.29684959941176875,4,91160.59937847582,91273.582368181
0.280670754281396,0.0,0.12925277828132778,0.38897219416050194,0.20110427327677427,4,37681.33966580363,37683.38769344579
0.13793147768534417,0.0,0.40584538175780127,0.28113882851744243,0.17508431203941222,4,36390.280046534324,36449.882310370056
0.0,0.7972954242921821,0.08168672359593371,0.1210178521118843,0.0,3,136367.42955578485,135679.52176407134
0.0,0.0,0.051930066862005096,0.18544079819516493,0.76262913494283,3,101367.19906016396,100478.33843725834
0.19263558918868137,0.2244408601432696,0.15205012214923555,0.4273232807376304,0.0035501477811831226,5,12387.939065201983,12610.318480344817
0.27907592491363115,0.5087141019347524,0.0,0.06674822609122845,0.14546174706038814,4,119441.83001335755,120660.78906226213
0.9046330346251275,0.0,0.03957259424643518,0.05579437112843727,0.0,3,233226.00417705422,236029.2468241126
0.0,0.9783740373762815,0.0,0.0,0.02162596262371852,2,356081.7920505613,357513.1196065871
0.7072850295933044,0.0,0.0,0.0,0.29271497040669564,2,199408.33502174515,202251.9441320555
0.6977125206652595,0.07917399555411632,0.06948136276496193,0.05031481401943831,0.10331730699622381,5,137291.37693743012,137619.28803499875
0.740872407306037,0.259127592693963,0.0,0.0,0.0,2,196822.6964394016,194206.06178179258
0.0,0.3014638012089173,0.2408691015006415,0.0,0.45766709729044125,3,126704.27382188872,129492.60600064586
0.21525989877174365,0.0,0.21540459463183861,0.47835632784917104,0.09097917874724669,4,29947.500758417307,29768.90024900585
0.0,0.181679141884812,0.2091721009082211,0.5150508488677575,0.09409790833920931,4,34800.1385507672,35110.22458480821
0.2501931069824233,0.09723495558794944,0.07799381709803359,0.10345694008484724,0.47112118024674643,5,74770.11128814128,75492.97461302648
0.05461102322978022,0.3297125554393819,0.5431194613654743,0.01651541745758134,0.05604154250778234,5,127333.89748347749,129471.26924817286
0.0,0.32832413852658904,0.671675861473411,0.0,0.0,2,164021.51629266297,169389.10374117116
0.5381986164489927,0.0,0.0,0.46180138355100736,0.0,2,64118.63765153437,63997.44546725098
0.0870668857796862,0.544218907977242,0.0,0.36871420624307166,0.0,3,48169.68290483282,48457.2034666637
0.22085143929921883,0.0,0.0,0.25070577420944146,0.5284427864913397,3,79003.16047091853,77324.37181219827
0.676191072870725,0.15229447781457417,0.1594352895205623,0.01207915979413864,0.0,4,144569.9256991675,144718.87150429125
0.0,0.5111163351531617,0.0,0.1903555711217631,0.2985280937250751,3,83145.6332268815,83513.79186261431
0.7936234095161551,0.12147480104876412,0.0,0.004582328315584312,0.08031946111949655,4,205848.76351528295,208465.43107543484
0.0,0.029311158338013822,0.2723633974565654,0.46789525078906025,0.2304301934163606,4,52577.58100549458,52175.50042727992
0.7944655230677492,0.20553447693225085,0.0,0.0,0.0,2,208994.86184792037,209718.5611787925
0.254471916305215,0.2339119251113137,0.3566923257900201,0.0,0.15492383279345134,4,120628.4944615572,120585.42344170077
0.09709044003138419,0.10109477971211082,0.1271685842496759,0.6440012122796089,0.030644983727220017,5,27528.21078376017,27565.4219294913
0.0,0.0,0.6768393011483432,0.0,0.32316069885165694,2,170194.70729221133,169981.40278020492
0.4982471673435571,0.0,0.0,0.2481029227754651,0.2536499098809777,3,79859.8235737817,80257.13044522514
0.40648726269544816,0.0,0.43235334523372765,0.0,0.16115939207082414,3,134977.5883081492,136416.293378021
0.9301377842109867,0.0,0.0,0.0,0.06986221578901322,2,305190.09143831476,303755.71294475783
0.595255514353753,0.0,0.0,0.0,0.4047444856462468,2,187779.78324490483,182952.39449055505
0.0,0.03808965898340885,0.38253100543245117,0.5793793355841401,0.0,3,46381.18114622094,47282.61703669083
0.13741265984743375,0.37280571840482923,0.17730555353044067,0.11355179645926175,0.1989242717580346,5,61370.27525956037,60723.98492265808
0.37232155206450124,0.6276784479354987,0.0,0.0,0.0,2,185928.06591208937,187445.97172336292
0.7291343078787837,0.24531570203427935,0.025549990086936966,0.0,0.0,3,177937.98862021588,184218.74610621127
0.0,0.19107401770797858,0.2909721315291647,0.07604892531464658,0.4419049254482103,4,85712.06058395622,87493.82046138737
0.3010774384472539,0.218527496788127,0.10694037094076733,0.05301745170353259,0.32043724212031915,5,91016.09716136119,92454.39602066454
0.015616296042380847,0.4697309835115497,0.22400426982741417,0.23643148523865043,0.054216965380004985,5,39183.22187997922,39703.272324961246
0.0,0.0,0.0,0.3897383555092721,0.6102616444907278,2,98978.53190808935,99498.87148857639
0.0,0.7953715862609426,0.0,0.20462841373905744,0.0,2,128208.07116819179,129074.99660482703
0.0,0.6005478751679023,0.005495797521800205,0.0,0.3939563273102975,3,174004.04290260017,172926.98228710474
0.0,0.1122037720990631,0.0,0.5599849352314044,0.3278112926695325,3,71810.92212089499,70771.15049511392
0.0,0.26868384945523627,0.25249027762741194,0.39162598227277806,0.08719989064457381,4,31493.945702857374,31441.857933128827
0.19499614501449178,0.0,0.0,0.4514557279274692,0.3535481270580391,3,65133.39861738853,66162.93100387801
0.0,0.0,0.0,0.7564730827124331,0.24352691728756692,2,89267.60547011273,87762.21922514125
0.05571321209245742,0.20654036748883792,0.08063016217767564,0.20098353820568568,0.45613272003534333,5,53062.56759734684,53598.32762540155
7.014057862579443e-05,0.7963163526491509,0.0,0.14304073308888623,0.060572773683336974,4,148018.68310562897,147938.62646975621
0.4897784796718007,0.23378079086633297,0.12169192687044728,0.0,0.15474880259141902,4,134243.97114260457,136692.79712107114
0.0,0.0013568559762847708,0.16597782738141928,0.533429543186678,0.29923577345561797,4,64778.87521696372,64713.84298687241
0.7325566896303611,0.0,0.2674433103696388,0.0,0.0,2,176215.14892378624,175804.4968538649
0.0,0.8221632658853161,0.0,0.17783673411468406,0.0,2,148574.0871340155,148073.8641606766
0.0,0.12543694842987874,0.5700546302410034,0.30450842132911793,0.0,3,45590.79649698557,45452.73004296803
0.029009433988781717,0.314820632919352,0.11544996988646351,0.5206020669362935,0.02011789626910917,5,28765.860344424254,28350.144239034544
0.0,0.0,0.0,0.09025636905890826,0.9097436309410917,2,140349.98733346007,138877.34420851566
0.0,0.0,0.0,0.1214595001126461,0.878540499887354,2,130073.89347402797,129366.25020999416
0.0,0.0258311814768907,0.06822851516413991,0.7139574129370664,0.19198289042190292,4,67030.10486145811,67458.60984501964
0.0,0.32777761365105507,0.46303406954424176,0.0,0.2091883168047033,3,141757.41216349084,140993.22039330535
0.0,0.0,0.04370572720150802,0.0,0.956294272798492,2,165326.29781239326,167287.74696894293
0.01507498907705812,0.018973416048768798,0.0,0.1668063854289844,0.7991452094451886,4,109914.54909304243,110113.46942741484
0.5296080134187726,0.4703919865812274,0.0,0.0,0.0,2,177925.23100354985,177336.70419066006
0.022837810784408125,0.3315779734343554,0.5494810061205887,0.02437637228056781,0.07172683738007996,5,127553.05928674249,128697.1211748202
0.11954530027002772,0.15313469440538294,0.33447601005123945,0.110757766482209,0.2820862287911408,5,58531.799418077615,58649.38575335517
0.0,0.6210651556993928,0.0,0.0,0.3789348443006072,2,177292.63543944954,177428.93377405155
0.5836599623742716,0.3283741283743451,0.030595359979181443,0.05737054927220169,0.0,4,125355.40475060909,124294.00409938945
0.0,0.0,0.0,0.07316667470008473,0.9268333252999154,2,144193.48592520226,145002.5892958639
0.32159261468321737,0.1185016544022802,0.5594620479454385,0.0004436829690640109,0.0,4,134069.31608703508,135561.01151822496
0.08692153699013012,0.0,0.33373136788340985,0.5793470951264601,0.0,3,37017.09435936579,36700.14198790097
0.11249920861063459,0.4759065038539855,0.06039467909021152,0.2066408447486379,0.14455876369653048,5,50574.75751833001,50910.096139803456
0.0,0.6387824859313057,0.3197920195001098,0.04142549456858438,0.0,3,121702.37679521544,122415.89656067296
0.470012530989298,0.2221663227113615,0.1998775794732883,0.01072385918348806,0.09721970764256416,5,123939.43028124448,122582.99995197887
0.13284896803568236,0.24774771983803134,0.01863607848835831,0.473115221193588,0.12765201244434,5,34324.8352144519,34400.54827039858
0.040378103657893794,0.7390683965252423,0.07582781090835682,0.07457146256860472,0.0701542263399025,5,137211.91967162813,133879.96110493157
0.03788444812305826,0.39876805185808095,0.0703441102157633,0.4930033898030973,0.0,4,31173.16157997353,31291.433064616704
0.0,0.15658658053510563,0.2136181506816653,0.2635549183135252,0.36624035046970405,4,46586.32666333633,45912.72554877374
0.0,0.10424884610445702,0.0,0.8957511538955429,0.0,2,74495.65567704377,73565.29701638655
0.0,0.6027130989605541,0.0,0.0,0.39728690103944597,2,174569.75165038006,174878.97833987512
0.18065220203533375,0.1776285990056013,0.17253005920987383,0.22454495230045113,0.24464418744873997,5,29307.666275524072,29424.98137909676
0.2771906883525776,0.166913990496493,0.4415461650978481,0.11434915605308116,0.0,4,59645.400292324426,59706.15840359968
0.0,0.0,0.1721026425976586,0.11806389991359478,0.7098334574887467,3,96165.89566104648,96410.47277416664
0.9811188794457176,0.0,0.0,0.01888112055428228,0.0,2,341070.80536159006,333144.909982525
0.28421739884343683,0.0,0.37584886547619145,0.33993373568037166,0.0,3,26434.136190177967,26499.54929007999
0.007374771186001424,0.06274773342225391,0.043149681214149166,0.33657757642519515,0.5501502377524005,5,72423.64631160203,72401.69053100412
0.017066513486659836,0.6434663400579215,0.3394671464554186,0.0,0.0,3,152079.24464470753,150382.45019088683
0.0,0.7079107180879923,0.2920892819120076,0.0,0.0,2,166317.5258745778,162742.36555282908
0.38914945025357905,0.0,0.07431582807183515,0.5365347216745856,0.0,3,41172.17656348506,41370.1925674696
0.013134262027199084,0.3016632080882956,0.6773038956070309,0.0,0.007898634277474326,4,165748.4465956494,167207.83643492038
0.37194401373435937,0.01379175404593608,0.0684881527101585,0.2785313792820902,0.2672447002274559,5,50318.59356116257,52051.460765648415
0.23055881837857645,0.019203017987062563,0.31824212593021994,0.4057272786432178,0.02626875906092331,5,22607.851271068677,22341.76278671536
0.4065379904488742,0.2851350224423115,0.11895382645944355,0.0,0.18937316064937057,4,133135.56708206137,133538.75947769172
0.3895470459360937,0.6104529540639063,0.0,0.0,0.0,2,184201.46528152542,185512.73802378596
0.47240965780980587,0.4353697913630838,0.09222055082711024,0.0,0.0,3,149750.15880208768,151333.39944362105
0.0,0.1423877318857258,0.0,0.8576122681142742,0.0,2,65693.40136288898,65257.584726089786
0.2838122044301729,0.23090249368450105,0.25080467683478336,0.009547663524597964,0.22493296152594475,5,110337.93291924398,111637.38115827428
0.2104204051404808,0.0,0.647381279923544,0.0,0.14219831493597512,3,146384.1124579368,146809.63158498355
0.6686426922751365,0.2318990417162138,0.09945826600864967,0.0,0.0,3,156236.92321395208,158718.23619756728
0.21339417385063408,0.32871283100755405,0.45789299514181186,0.0,0.0,3,132035.8202515883,131298.44387380732
0.0,0.0,0.8781130438720504,0.12188695612794961,0.0,2,166900.8581318245,170307.8715283323
0.0,0.7818087691197844,0.04003192840519826,0.06694192143036011,0.11121738104465728,4,164738.52913761852,164250.92847527866
0.0,0.35623949720447723,0.0,0.6437605027955229,0.0,2,50259.179085789445,50734.55429588113
0.060091108333543586,0.5702354935786218,0.0,0.23692333140704103,0.13275006668079356,4,68105.74479290296,68514.54944485596
0.8703372206684975,0.12966277933150233,0.0,0.0,0.0,2,248482.39868574622,245960.41334223145
0.2692203178563883,0.09719298568498946,0.3353554180769509,0.13025102050780812,0.16798025787386314,5,51401.25134255345,51525.65841047105
0.19478154825034671,0.015114538251855053,0.7092697052094535,0.0,0.08083420828834469,4,155502.34494572083,157634.7316635454
0.0,0.318435378619624,0.0,0.0,0.681564621380376,2,158260.62550256474,158294.1832333511
0.0,0.0,0.0,0.9641206543498118,0.03587934565018833,2,105505.3976521596,105225.34674073166
0.06609822400040956,0.14696717657019082,0.12491825648911321,0.6123371613005291,0.0496791816397574,5,28251.19043826822,28017.014497090586
0.032156995476296336,0.29814015939713717,0.6347085569470927,0.0,0.034994288179473844,4,154247.9236906281,155753.4786624581
0.03820297685784951,0.23113863479271476,0.11492135200118511,0.3969638059771668,0.21877323037108387,5,33141.12073810553,32871.537167907794
0.15188045365998043,0.0,0.18675741574385837,0.21250388657956748,0.44885824401659363,4,51619.178717784314,51076.57596537904
0.3104971741532542,0.10076674986613778,0.12071680849736317,0.19251990602560543,0.27549936145763954,5,43548.761453955485,44057.53765259817
0.7080840795314971,0.0,0.2919159204685028,0.0,0.0,2,169714.97798669626,169668.2437305814
0.0,0.21778258183460766,0.7822174181653924,0.0,0.0,2,200696.39380552454,196690.04550012833
0.3598610287041136,0.31344017504235644,0.08640795560092701,0.0,0.24029084065260303,4,134603.37028550456,135874.89178586306
0.0,0.14005909834247027,0.0,0.8599409016575298,0.0,2,65695.95654504208,65685.90994008275
0.0,0.46826268677292227,0.0,0.531737313227078,0.0,2,51677.13794087999,51965.230001318334
0.07089058855282099,0.2529338427325336,0.4357252288153064,0.0,0.24045033989933895,4,127010.10195523845,126713.91100223678
0.5166276529487234,0.0,0.12400083616436486,0.19003065879022907,0.16934085209668265,4,66296.15027822416,64925.98169470911
0.0,0.0,0.1774459509975084,0.8225540490024915,0.0,2,67457.43467265152,66278.18071502757
0.22344360064336213,0.19293749678763172,0.168763102551973,0.0,0.4148558000170331,4,116203.91266333812,116061.65098344792
0.03154514678835753,0.9684548532116425,0.0,0.0,0.0,2,339614.59202104324,345253.4720310887
0.0,0.01868284155065461,0.13022781013295548,0.032142130750288225,0.8189472175661016,4,131050.08183731056,130156.56003778751
0.0,0.7052692498055276,0.2947307501944723,0.0,0.0,2,158614.09332101332,162189.1921759417
0.15792456608102792,0.46961666873926927,0.09230910113310932,0.2163748127433616,0.06377485130323181,5,40980.705843488795,41873.62828742098
0.14981707194228158,0.0876966792363229,0.6751274556224316,0.0,0.08735879319896399,4,152252.42781795588,147771.59654292936
0.15441264131669946,0.2468642566126877,0.5585322363012856,0.0008543674116654432,0.03933649835766176,5,133893.86525310893,134376.68299431537
0.3092485588413226,0.0,0.13921690966672864,0.5515345314919488,0.0,3,32142.058680443697,32470.05891959893
0.0,0.0,0.45084014283067936,0.0,0.5491598571693206,2,148373.0216359334,146859.30541185007
0.415264777885098,0.3644245311084166,0.04157891968902221,0.13812066777474724,0.040611103542715896,5,75538.37500782151,75359.39768166593
0.29170789892184906,0.0,0.0,0.0,0.7082921010781509,2,159456.90310086266,161114.87744510124
0.08868190052128352,0.39020612553868583,0.38395042249944306,0.11402856456054282,0.02313298688004474,5,65721.85892393623,64604.196426661896
0.30366915142099565,0.0,0.0,0.0,0.6963308485790043,2,161095.3838511626,161583.81477513493
0.7976809434036812,0.007449505443070572,0.0,0.19486955115324828,0.0,3,134522.82603306393,134624.49740581238
0.10855016455213448,0.0721673450570039,0.02803325610313251,0.030336938377829047,0.7609122959099001,5,124620.8990644597,125176.42104509604
0.016084773270320703,0.395584884967873,0.24570936392511425,0.213021150457434,0.12959982737925804,5,42640.91828480731,42916.99600401804
0.2830522800108517,0.10545374696935483,0.20478117018062805,0.10892678354484624,0.29778601929431914,5,59622.34667058864,60448.4087625434
0.08137981267718351,0.1195634617237,0.7431974274930079,0.0,0.05585929810610855,4,164623.99009698234,168478.8362750049
